# The joyo (Japan general use) kanji with their meanings and readings.
# are subsets of Unihan deemed to be general use (e.g. obscure meanings and readings are left out).
# Copied from https://en.wikipedia.org/wiki/List_of_j%C5%8Dy%C5%8D_kanji, which was copied from https://www.bunka.go.jp/kokugo_nihongo/sisaku/joho/joho/kijun/naikaku/pdf/joyokanjihyo_20101130.pdf.
number,new,old,radical,strokes,grade,year_added,English_meaning,on-yomi,kun-yomi
1009,上,,一,3,1,,up,ジョウ|（ショウ）,うえ|（うわ）|かみ|あ-げる|あ-がる|のぼ-る|のぼ-せる|のぼ-す
1010,丈,,一,3,S,,length,ジョウ,たけ
1011,冗,,冖,4,S,,superfluous,ジョウ,
1012,条,條,木,7,5,,clause,ジョウ,
1013,状,狀,犬,7,5,,form,ジョウ,
1014,乗,乘,丿,9,3,,ride,ジョウ,の-る|の-せる
1015,城,,土,9,6,,castle,ジョウ,しろ
1016,浄,淨,水,9,S,,clean,ジョウ,
1017,剰,剩,刀,11,S,,surplus,ジョウ,
1018,常,,巾,11,5,,normal,ジョウ,つね|とこ
1019,情,,心,11,5,,feelings,ジョウ|（セイ）,なさ-け
1020,場,,土,12,2,,place,ジョウ,ば
1021,畳,疊,田,12,S,,tatami mat,ジョウ,たた-む|たたみ
1022,蒸,,艸,13,6,,steam,ジョウ,む-す|む-れる|む-らす
1023,縄,繩,糸,15,S,1981,straw rope,ジョウ,なわ
1024,壌,壤,土,16,S,1981,lot,ジョウ,
1025,嬢,孃,女,16,S,,lass,ジョウ,
1026,錠,,金,16,S,,lock,ジョウ,
1027,譲,讓,言,20,S,,defer,ジョウ,ゆず-る
1028,醸,釀,酉,20,S,,brew,ジョウ,かも-す
1029,色,,色,6,2,,color,ショク|シキ,いろ
1030,拭,,手,9,S,2010,wipe,ショク,ふ-く|ぬぐ-う
1031,食,,食,9,2,,eat|meal,ショク|（ジキ）,く-う|く-らう|た-べる
1032,植,,木,12,3,,plant,ショク,う-える|う-わる
1033,殖,,歹,12,S,,augment,ショク,ふ-える|ふ-やす
1034,飾,,食,13,S,,decorate,ショク,かざ-る
1035,触,觸,角,13,S,,contact,ショク,ふ-れる|さわ-る
1036,嘱,囑,口,15,S,,entrust,ショク,
1037,織,,糸,18,5,,weave,ショク|シキ,お-る
1038,職,,耳,18,5,,employment,ショク,
1039,辱,,辰,10,S,,embarrass,ジョク,はずかし-める
1040,尻,,尸,5,S,2010,buttocks,,しり
1041,心,,心,4,2,,heart,シン,こころ
1042,申,,田,5,3,,say,シン,もう-す
1043,伸,,人,7,S,,lengthen,シン,の-びる|の-ばす|の-べる
1044,臣,,臣,7,4,,retainer,シン|ジン,
1045,芯,,艸,7,S,2010,core,シン,
1046,身,,身,7,3,,body,シン,み
1047,辛,,辛,7,S,,spicy,シン,から-い
1048,侵,,人,9,S,,encroach,シン,おか-す
1049,信,,人,9,4,,trust,シン,
1050,津,,水,9,S,,haven,シン,つ
1051,神,神,示,9,3,,god,シン|ジン,かみ|（かん）|（こう）
1052,唇,,口,10,S,1981,lips,シン,くちびる
1053,娠,,女,10,S,,with child,シン,
1054,振,,手,10,S,,shake,シン,ふ-る|ふ-るう|ふ-れる
1055,浸,,水,10,S,,immersed,シン,ひた-す|ひた-る
1056,真,眞,目,10,3,,true,シン,ま
1057,針,,金,10,6,,needle,シン,はり
1058,深,,水,11,3,,deep,シン,ふか-い|ふか-まる|ふか-める
1059,紳,,糸,11,S,,sire,シン,
1060,進,,辵,11,3,,advance,シン,すす-む|すす-める
1061,森,,木,12,1,,forest,シン,もり
1062,診,,言,12,S,,checkup,シン,み-る
1063,寝,寢,宀,13,S,,lie down,シン,ね-る|ね-かす
1064,慎,愼,心,13,S,,humility,シン,つつし-む
1065,新,,斤,13,2,,new,シン,あたら-しい|あら-た|にい
1066,審,,宀,15,S,,examine,シン,
1067,震,,雨,15,S,,quake,シン,ふる-う|ふる-える
1068,薪,,艸,16,S,,fuel,シン,たきぎ
1069,親,,見,16,2,,parent,シン,おや|した-しい|した-しむ
1070,人,,人,2,1,,person,ジン|ニン,ひと
1071,刃,,刀,3,S,,blade,ジン,は
1072,仁,,人,4,6,,humanity,ジン|（ニ）
1073,尽,盡,皿,6,S,,exhaust,ジン,つ-くす|つ-きる|つ-かす
1074,迅,,辵,6,S,,swift,ジン,
1075,甚,,甘,9,S,1981,tremendously,ジン,はなは-だ|はなは-だしい
1076,陣,,阜,10,S,,camp,ジン,
1077,尋,,寸,12,S,,inquire,ジン,たず-ねる
1078,腎,,肉,13,S,2010,kidney,ジン,
1079,須,,頁,12,S,2010,by all means,ス,
1080,図,圖,囗,7,2,,diagram,ズ|ト,はか-る
1081,水,,水,4,1,,water,スイ,みず
1082,吹,,口,7,S,,blow,スイ,ふ-く
1083,垂,,土,8,6,,droop,スイ,た-れる|た-らす
1084,炊,,火,8,S,,cook,スイ,た-く
1085,帥,,巾,9,S,,commander,スイ,
1086,粋,粹,米,10,S,,chic,スイ,いき
1087,衰,,衣,10,S,,decline,スイ,おとろ-える
1088,推,,手,11,6,,infer,スイ,お-す
1089,酔,醉,酉,11,S,,drunk,スイ,よ-う
1090,遂,,辵,12,S,,consummate,スイ,と-げる
1091,睡,,目,13,S,,drowsy,スイ,
1092,穂,穗,禾,15,S,,ear,スイ,ほ
1093,随,隨,阜,12,S,,follow,ズイ,
1094,髄,髓,骨,19,S,,marrow,ズイ,
1095,枢,樞,木,8,S,,hinge,スウ,
1096,崇,,山,11,S,,adore,スウ,
1097,数,數,攴,13,2,,number,スウ|（ス）,かず|かぞ-える
1098,据,,手,11,S,1981,set,,す-える|す-わる
1099,杉,,木,7,S,1981,cedar,,すぎ
1100,裾,,衣,13,S,2010,cuff,,すそ
1101,寸,,寸,3,6,,measurement,スン,
1102,瀬,瀨,水,19,S,,rapids,,せ
1103,是,,日,9,S,,just so,ゼ,
1104,井,,二,4,S,,well,セイ|（ショウ）,い
1105,世,,一,5,3,,world,セイ|セ,よ
1106,正,,止,5,1,,correct,セイ|ショウ,ただ-しい|ただ-す|まさ
1107,生,,生,5,1,,life,セイ|ショウ,い-きる|い-かす|い-ける|う-まれる|う-む|お-う|は-える|は-やす|き|なま
1108,成,,戈,6,4,,become,セイ|（ジョウ）,な-る|な-す
1109,西,,襾,6,2,,west,セイ|サイ,にし
1110,声,聲,耳,7,2,,voice,セイ|（ショウ）,こえ|（こわ）
1111,制,,刀,8,5,,control,セイ,
1112,姓,,女,8,S,,surname,セイ|ショウ,
1113,征,,彳,8,S,,subjugate,セイ,
1114,性,,心,8,5,,gender,セイ|ショウ,
1115,青,,靑,8,1,,blue,セイ|（ショウ）,あお|あお-い
1116,斉,齊,齊,8,S,1981,adjusted,セイ,
1117,政,,攴,9,5,,politics,セイ|（ショウ）,まつりごと
1118,星,,日,9,2,,star,セイ|（ショウ）,ほし
1119,牲,,牛,9,S,,animal sacrifice,セイ,
1120,省,,目,9,4,,government ministry,セイ|ショウ,かえり-みる|はぶ-く
1121,凄,,冫,10,S,2010,uncanny,セイ,
1122,逝,,辵,10,S,1981,departed,セイ,ゆ-く|い-く
1123,清,,水,11,4,,pure,セイ|（ショウ）,きよ-い|きよ-まる|きよ-める
1124,盛,,皿,11,6,,prosper,セイ|（ジョウ）,も-る|さか-る|さか-ん
1125,婿,,女,12,S,,bridegroom,セイ,むこ
1126,晴,,日,12,2,,clear up,セイ,は-れる|は-らす
1127,勢,,力,13,5,,power,セイ,いきお-い
1128,聖,,耳,13,6,,holy,セイ,
1129,誠,,言,13,6,,sincerity,セイ,まこと
1130,精,,米,14,5,,refined,セイ|（ショウ）
1131,製,,衣,14,5,,manufacture,セイ,
1132,誓,,言,14,S,,vow,セイ,ちか-う
1133,静,靜,靑,14,4,,quiet,セイ|（ジョウ）,しず|しず-か|しず-まる|しず-める
1134,請,,言,15,S,,solicit,セイ|（シン）,こ-う|う-ける
1135,整,,攴,16,3,,put in order,セイ,ととの-える|ととの-う
1136,醒,,酉,16,S,2010,be disillusioned,セイ,
1137,税,,禾,12,5,,tax,ゼイ,
1138,夕,,夕,3,1,,evening,セキ,ゆう
1139,斥,,斤,5,S,,reject,セキ,
1140,石,,石,5,1,,stone,セキ|（シャク）|（コク）,いし
1141,赤,,赤,7,1,,red,セキ|（シャク）,あか|あか-い|あか-らむ|あか-らめる
1142,昔,,日,8,3,,long ago,セキ|（シャク）,むかし
1143,析,,木,8,S,,chop,セキ,
1144,席,,巾,10,4,,seat,セキ,
1145,脊,,肉,10,S,2010,stature,セキ,
1146,隻,,隹,10,S,,vessels,セキ,
1147,惜,,心,11,S,,pity,セキ,お-しい|お-しむ
1148,戚,,戈,11,S,2010,grieve,セキ,
1149,責,,貝,11,5,,blame,セキ,せ-める
1150,跡,,足,13,S,,tracks,セキ,あと
1151,積,,禾,16,4,,accumulate,セキ,つ-む|つ-もる
1152,績,,糸,17,5,,exploits,セキ,
1153,籍,,竹,20,S,,enroll,セキ,
1154,切,,刀,4,2,,cut,セツ|（サイ）,き-る|き-れる
1155,折,,手,7,4,,fold,セツ,お-る|おり|お-れる
1156,拙,,手,8,S,,bungling,セツ,つたな-い
1157,窃,竊,穴,9,S,,stealth,セツ,
1158,接,,手,11,5,,contact,セツ,つ-ぐ
1159,設,,言,11,5,,establish,セツ,もう-ける
1160,雪,,雨,11,2,,snow,セツ,ゆき
1161,摂,攝,手,13,S,,vicarious,セツ,
1162,節,節,竹,13,4,,node,セツ|（セチ）,ふし
1163,説,,言,14,4,,theory,セツ|（ゼイ）,と-く
1164,舌,,舌,6,5,,tongue,ゼツ,した
1165,絶,絕,糸,12,5,,discontinue,ゼツ,た-える|た-やす|た-つ
1166,千,,十,3,1,,thousand,セン,ち
1167,川,,巛,3,1,,river,セン,かわ
1168,仙,,人,5,S,1981,hermit,セン,
1169,占,,卜,5,S,,fortune telling,セン,し-める|うらな-う
1170,先,,儿,6,1,,previous,セン,さき
1171,宣,,宀,9,6,,proclaim,セン,
1172,専,專,寸,9,6,,specialty,セン,もっぱ-ら
1173,泉,,水,9,6,,spring,セン,いずみ
1174,浅,淺,水,9,4,,shallow,セン,あさ-い
1175,洗,,水,9,6,,wash,セン,あら-う
1176,染,,木,9,6,,dye,セン,そ-める|そ-まる|し-みる|し-み
1177,扇,,戶,10,S,,fan,セン,おうぎ
1178,栓,,木,10,S,1981,plug,セン,
1179,旋,,方,11,S,,rotation,セン,
1180,船,,舟,11,2,,boat,セン,ふね|（ふな）
1181,戦,戰,戈,13,4,,war,セン,いくさ|たたか-う
1182,煎,,火,13,S,2010,broil,セン,い-る
1183,羨,,羊,13,S,2010,envy,セン,うらや-む|うらや-ましい
1184,腺,,肉,13,S,2010,gland,セン,
1185,詮,,言,13,S,2010,discussion,セン,
1186,践,踐,足,13,S,,tread,セン,
1187,箋,,竹,14,S,2010,paper,セン,
1188,銭,錢,金,14,5,,coin,セン,ぜに
1189,潜,潛,水,15,S,,submerge,セン,ひそ-む|もぐ-る
1190,線,,糸,15,2,,line,セン,
1191,遷,,辵,15,S,,transition,セン,
1192,選,,辵,15,4,,choose,セン,えら-ぶ
1193,薦,,艸,16,S,,recommend,セン,すす-める
1194,繊,纖,糸,17,S,,slender,セン,
1195,鮮,,魚,17,S,,fresh,セン,あざ-やか
1196,全,,入,6,3,,whole,ゼン,まった-く|すべ-て
1197,前,,刀,9,2,,in front,ゼン,まえ
1198,善,,口,12,6,,good,ゼン,よ-い
1199,然,,火,12,4,,so,ゼン|ネン,
1200,禅,禪,示,13,S,,Zen,ゼン,
1201,漸,,水,14,S,,steadily,ゼン,
1202,膳,,肉,16,S,2010,tray,ゼン,
1203,繕,,糸,18,S,,darning,ゼン,つくろ-う
1204,狙,,犬,8,S,2010,aim at,ソ,ねら-う
1205,阻,,阜,8,S,,thwart,ソ,はば-む
1206,祖,祖,示,9,5,,ancestor,ソ,
1207,租,,禾,10,S,,tariff,ソ,
1208,素,,糸,10,5,,elementary,ソ|ス,
1209,措,,手,11,S,,set aside,ソ,
1210,粗,,米,11,S,,coarse,ソ,あら-い
1211,組,,糸,11,2,,association,ソ,く-む|くみ
1212,疎,,疋,12,S,,alienate,ソ,うと-い|うと-む
1213,訴,,言,12,S,,sue,ソ,うった-える
1214,塑,,土,13,S,,model,ソ,
1215,遡,,辵,14,S,2010,go upstream,ソ,さかのぼ-る
1216,礎,,石,18,S,,cornerstone,ソ,いしずえ
1217,双,雙,隹,4,S,,pair,ソウ,ふた
1218,壮,壯,士,6,S,,robust,ソウ,
1219,早,,日,6,1,,early,ソウ|（サッ）,はや-い|はや-まる|はや-める
1220,争,爭,爪,6,4,,conflict,ソウ,あらそ-う
1221,走,,走,7,2,,run,ソウ,はし-る
1222,奏,,大,9,6,,play music,ソウ,かな-でる
1223,相,,目,9,3,,mutual,ソウ|ショウ,あい
1224,荘,莊,艸,9,S,,villa,ソウ,
1225,草,,艸,9,1,,grass,ソウ,くさ
1226,送,,辵,9,3,,send,ソウ,おく-る
1227,倉,,人,10,4,,warehouse,ソウ,くら
1228,捜,搜,手,10,S,,search,ソウ,さが-す
1229,挿,插,手,10,S,1981,insert,ソウ,さ-す
1230,桑,,木,10,S,,mulberry,ソウ,くわ
1231,巣,巢,巛,11,4,,nest,ソウ,す
1232,掃,,手,11,S,,sweep,ソウ,は-く
1233,曹,,曰,11,S,1981,cadet,ソウ,
1234,曽,曾,曰,11,S,2010,formerly,ソウ|（ゾ）
1235,爽,,爻,11,S,2010,refreshing,ソウ,さわ-やか
1236,窓,,穴,11,6,,window,ソウ,まど
1237,創,,刀,12,6,,create,ソウ,つく-る
1238,喪,,口,12,S,,miss,ソウ,も
1239,痩,瘦,疒,12,S,2010,get thin,ソウ,や-せる
1240,葬,,艸,12,S,,interment,ソウ,ほうむ-る
1241,装,裝,衣,12,6,,attire,ソウ|ショウ,よそお-う
1242,僧,僧,人,13,S,,Buddhist priest,ソウ,
1243,想,,心,13,3,,concept,ソウ|（ソ）
1244,層,層,尸,14,6,,stratum,ソウ,
1245,総,總,糸,14,5,,whole,ソウ,
1246,遭,,辵,14,S,,encounter,ソウ,あ-う
1247,槽,,木,15,S,1981,vat,ソウ,
1248,踪,,足,15,S,2010,remains,ソウ,
1249,操,,手,16,6,,maneuver,ソウ,みさお|あやつ-る
1250,燥,,火,17,S,,parch,ソウ,
1251,霜,,雨,17,S,,frost,ソウ,しも
1252,騒,騷,馬,18,S,,boisterous,ソウ,さわ-ぐ
1253,藻,,艸,19,S,1981,seaweed,ソウ,も
1254,造,,辵,10,5,,create,ゾウ,つく-る
1255,像,,人,14,5,,statue,ゾウ,
1256,増,增,土,14,5,,increase,ゾウ,ま-す|ふ-える|ふ-やす
1257,憎,憎,心,14,S,,hate,ゾウ,にく-む|にく-い|にく-らしい|にく-しみ
1258,蔵,藏,艸,15,6,,warehouse,ゾウ,くら
1259,贈,贈,貝,18,S,,presents,ゾウ|（ソウ）,おく-る
1260,臓,臟,肉,19,6,,entrails,ゾウ,
1261,即,卽,卩,7,S,,instant,ソク,
1262,束,,木,7,4,,bundle,ソク,たば
1263,足,,足,7,1,,foot,ソク,あし|た-りる|た-る|た-す
1264,促,,人,9,S,,stimulate,ソク,うなが-す
1265,則,,刀,9,5,,rule,ソク,
1266,息,,心,10,3,,breath,ソク,いき
1267,捉,,手,10,S,2010,capture,ソク,とら-える
1268,速,,辵,10,3,,fast,ソク,はや-い|はや-める|はや-まる|すみ-やか
1269,側,,人,11,4,,side,ソク,がわ
1270,測,,水,12,5,,fathom,ソク,はか-る
1271,俗,,人,9,S,,vulgar,ゾク,
1272,族,,方,11,3,,tribe,ゾク,
1273,属,屬,尸,12,5,,belong,ゾク,
1274,賊,,貝,13,S,,burglar,ゾク,
1275,続,續,糸,13,4,,continue,ゾク,つづ-く|つづ-ける
1276,卒,,十,8,4,,graduate,ソツ,
1277,率,,玄,11,5,,rate,ソツ|リツ,ひき-いる
1278,存,,子,6,6,,suppose,ソン|ゾン,
1279,村,,木,7,1,,village,ソン,むら
1280,孫,,子,10,4,,grandchild,ソン,まご
1281,尊,,寸,12,6,,revered,ソン,たっと-い|とうと-い|たっと-ぶ|とうと-ぶ
1282,損,,手,13,5,,loss,ソン,そこ-なう|そこ-ねる
1283,遜,,辵,14,S,2010,humble,ソン,
1284,他,,人,5,3,,other,タ,ほか
1285,多,,夕,6,2,,many,タ,おお-い
1286,汰,,水,7,S,2010,luxury,タ,
1287,打,,手,5,3,,hit,ダ,う-つ
1288,妥,,女,7,S,,gentle,ダ,
1289,唾,,口,11,S,2010,saliva,ダ,つば
1290,堕,墮,土,12,S,,degenerate,ダ,
1291,惰,,心,12,S,,lazy,ダ,
1292,駄,,馬,14,S,1981,burdensome,ダ,
1293,太,,大,4,2,,thick,タイ|タ,ふと-い|ふと-る
1294,対,對,寸,7,3,,opposite,タイ|ツイ,
1295,体,體,骨,7,2,,body,タイ|テイ,からだ
1296,耐,,而,9,S,,resistant,タイ,た-える
1297,待,,彳,9,3,,wait,タイ,ま-つ
1298,怠,,心,9,S,,neglect,タイ,おこた-る|なま-ける
1299,胎,,肉,9,S,,womb,タイ,
1300,退,,辵,9,5,,retreat,タイ,しりぞ-く|しりぞ-ける
1301,帯,帶,巾,10,4,,sash,タイ,お-びる|おび
1302,泰,,水,10,S,,peaceful,タイ,
1303,堆,,土,11,S,2010,piled high,タイ,
1304,袋,,衣,11,S,,sack,タイ,ふくろ
1305,逮,,辵,11,S,,apprehend,タイ,
1306,替,,曰,12,S,,exchange,タイ,か-える|か-わる
1307,貸,,貝,12,5,,lend,タイ,か-す
1308,隊,,阜,12,4,,group,タイ,
1309,滞,滯,水,13,S,,stagnate,タイ,とどこお-る
1310,態,,心,14,5,,condition,タイ,
1311,戴,,戈,17,S,2010,be crowned with,タイ,
1312,大,,大,3,1,,large,ダイ|タイ,おお|おお-きい|おお-いに
1313,代,,人,5,3,,substitute,ダイ|タイ,か-わる|か-える|よ|しろ
1314,台,臺,至,5,2,,pedestal,ダイ|タイ,
1315,第,,竹,11,3,,ordinal number prefix,ダイ,
1316,題,,頁,18,3,,topic,ダイ,
1317,滝,瀧,水,13,S,,waterfall,,たき
1318,宅,,宀,6,6,,home,タク,
1319,択,擇,手,7,S,,choose,タク,
1320,沢,澤,水,7,S,,swamp,タク,さわ
1321,卓,,十,8,S,,eminent,タク,
1322,拓,,手,8,S,,clear (the land),タク,
1323,託,,言,10,S,,consign,タク,
1324,濯,,水,17,S,1981,laundry,タク,
1325,諾,,言,15,S,,consent,ダク,
1326,濁,,水,16,S,,voiced,ダク,にご-る|にご-す
1327,但,,人,7,S,,however,,ただ-し
1328,達,,辵,12,4,,attain,タツ,
1329,脱,,肉,11,S,,undress,ダツ,ぬ-ぐ|ぬ-げる
1330,奪,,大,14,S,,rob,ダツ,うば-う
1331,棚,,木,12,S,1981,shelf,,たな
1332,誰,,言,15,S,2010,who (question word),,だれ
1333,丹,,丶,4,S,,cinnabar,タン,
1334,旦,,日,5,S,2010,daybreak,タン|ダン,
1335,担,擔,手,8,6,,shouldering,タン,かつ-ぐ|にな-う
1336,単,單,口,9,4,,simple,タン,
1337,炭,,火,9,3,,charcoal,タン,すみ
1338,胆,膽,肉,9,S,,gall bladder,タン,
1339,探,,手,11,6,,grope,タン,さぐ-る|さが-す
1340,淡,,水,11,S,,thin,タン,あわ-い
1341,短,,矢,12,3,,short,タン,みじか-い
1342,嘆,嘆,口,13,S,,sigh,タン,なげ-く|なげ-かわしい
1343,端,,立,14,S,,edge,タン,はし|は|はた
1344,綻,,糸,14,S,2010,rip,タン,ほころ-びる
1345,誕,,言,15,6,,nativity,タン,
1346,鍛,,金,17,S,,forge,タン,きた-える
1347,団,團,囗,6,5,,group,ダン|（トン）
1348,男,,田,7,1,,male,ダン|ナン,おとこ
1349,段,,殳,9,6,,steps,ダン,
1350,断,斷,斤,11,5,,cut off,ダン,た-つ|ことわ-る
1351,弾,彈,弓,12,S,,bullet,ダン,ひ-く|はず-む|たま
1352,暖,,日,13,6,,warmth,ダン,あたた-か|あたた-かい|あたた-まる|あたた-める
1353,談,,言,15,3,,discuss,ダン,
1354,壇,,土,16,S,,podium,ダン|（タン）
1355,地,,土,6,2,,ground,チ|ジ,
1356,池,,水,6,2,,pond,チ,いけ
1357,知,,矢,8,2,,know,チ,し-る
1358,値,,人,10,6,,value,チ,ね|あたい
1359,恥,,心,10,S,,shame,チ,は-じる|はじ|は-じらう|は-ずかしい
1360,致,,至,10,S,,(to) do,チ,いた-す
1361,遅,遲,辵,12,S,,slow,チ,おく-れる|おく-らす|おそ-い
1362,痴,癡,疒,13,S,,stupid,チ,
1363,稚,,禾,13,S,,immature,チ,
1364,置,,网,13,4,,put,チ,お-く
1365,緻,,糸,16,S,2010,fine (not coarse),チ,
1366,竹,,竹,6,1,,bamboo,チク,たけ
1367,畜,,田,10,S,,livestock,チク,
1368,逐,,辵,10,S,,pursue,チク,
1369,蓄,,艸,13,S,,amass,チク,たくわ-える
1370,築,,竹,16,5,,fabricate,チク,きず-く
1371,秩,,禾,10,S,,regularity,チツ,
1372,窒,,穴,11,S,,plug up,チツ,
1373,茶,,艸,9,2,,tea,チャ|サ,
1374,着,,羊,12,3,,wear,チャク|（ジャク）,き-る|き-せる|つ-く|つ-ける
1375,嫡,,女,14,S,,legitimate wife,チャク,
1376,中,,丨,4,1,,middle,チュウ|（ジュウ）,なか
1377,仲,,人,6,4,,relationship,チュウ,なか
1378,虫,蟲,虫,6,1,,insect,チュウ,むし
1379,沖,,水,7,S,,open sea,チュウ,おき
1380,宙,,宀,8,6,,mid-air,チュウ,
1381,忠,,心,8,6,,loyalty,チュウ,
1382,抽,,手,8,S,,pluck,チュウ,
1383,注,,水,8,3,,pour,チュウ,そそ-ぐ
1384,昼,晝,日,9,2,,daytime,チュウ,ひる
1385,柱,,木,9,3,,pillar,チュウ,はしら
1386,衷,,衣,10,S,,inmost,チュウ,
1387,酎,,酉,10,S,2010,sake,チュウ,
1388,鋳,鑄,金,15,S,,casting,チュウ,い-る
1389,駐,,馬,15,S,,stop-over,チュウ,
1390,著,著,艸,11,6,,renowned,チョ,あらわ-す|いちじる-しい
1391,貯,,貝,12,4,,savings,チョ,
1392,丁,,一,2,3,,ward,チョウ|テイ,
1393,弔,,弓,4,S,,condolences,チョウ,とむら-う
1394,庁,廳,广,5,6,,government office,チョウ,
1395,兆,,儿,6,4,,portent|trillion,チョウ,きざ-す|きざ-し
1396,町,,田,7,1,,town,チョウ,まち
1397,長,,長,8,2,,long,チョウ,なが-い
1398,挑,,手,9,S,1981,challenge,チョウ,いど-む
1399,帳,,巾,11,3,,account book,チョウ,
1400,張,,弓,11,5,,stretch,チョウ,は-る
1401,彫,,彡,11,S,,carve,チョウ,ほ-る
1402,眺,,目,11,S,1981,stare,チョウ,なが-める
1403,釣,,金,11,S,1981,angling,チョウ,つ-る
1404,頂,,頁,11,6,,place on the head,チョウ,いただ-く|いただき
1405,鳥,,鳥,11,2,,bird,チョウ,とり
1406,朝,,月,12,2,,morning,チョウ,あさ
1407,貼,,貝,12,S,2010,paste,チョウ,は-る
1408,超,,走,12,S,,transcend,チョウ,こ-える|こ-す
1409,腸,,肉,13,4,,intestines,チョウ,
1410,跳,,足,13,S,,hop,チョウ,は-ねる|と-ぶ
1411,徴,徵,彳,14,S,,indications,チョウ,
1412,嘲,,口,15,S,2010,ridicule,チョウ,あざけ-る
1413,潮,,水,15,6,,tide,チョウ,しお
1414,澄,,水,15,S,,lucidity,チョウ,す-む|す-ます
1415,調,,言,15,3,,investigate,チョウ,しら-べる|ととの-う|ととの-える
1416,聴,聽,耳,17,S,,listen,チョウ,き-く
1417,懲,懲,心,18,S,,penal,チョウ,こ-りる|こ-らす|こ-らしめる
1418,直,,目,8,2,,straight,チョク|ジキ,ただ-ちに|なお-す|なお-る
1419,勅,敕,力,9,S,,imperial order,チョク,
1420,捗,,手,10,S,2010,make progress,チョク,
1421,沈,,水,7,S,,sink,チン,しず-む|しず-める
1422,珍,,玉,9,S,,rare,チン,めずら-しい
1423,朕,,月,10,S,,majestic plural,チン,
1424,陳,,阜,11,S,,exhibit,チン,
1425,賃,,貝,13,6,,fare,チン,
1426,鎮,鎭,金,18,S,,tranquilize,チン,しず-める|しず-まる
1427,追,,辵,9,3,,follow,ツイ,お-う
1428,椎,,木,12,S,2010,oak,ツイ,
1429,墜,,土,15,S,,crash,ツイ,
1430,通,,辵,10,2,,pass through,ツウ|（ツ）,とお-る|とお-す|かよ-う
1431,痛,,疒,12,6,,pain,ツウ,いた-い|いた-む|いた-める
1432,塚,塚,土,12,S,1981,hillock,,つか
1433,漬,,水,14,S,1981,pickling,,つ-ける|つ-かる
1434,坪,,土,8,S,,two-mat area,,つぼ
1435,爪,,爪,4,S,2010,claw,,つめ|（つま）
1436,鶴,,鳥,21,S,2010,crane,,つる
1437,低,,人,7,4,,low,テイ,ひく-い|ひく-める|ひく-まる
1438,呈,,口,7,S,,display,テイ,
1439,廷,,廴,7,S,,courts,テイ,
1440,弟,,弓,7,2,,younger brother,テイ|（ダイ）|（デ）,おとうと
1441,定,,宀,8,3,,decide,テイ|ジョウ,さだ-める|さだ-まる|さだ-か
1442,底,,广,8,4,,bottom,テイ,そこ
1443,抵,,手,8,S,,resist,テイ,
1444,邸,,邑,8,S,,residence,テイ,
1445,亭,,亠,9,S,1981,pavilion,テイ,
1446,貞,,貝,9,S,,upright,テイ,
1447,帝,,巾,9,S,,sovereign,テイ,
1448,訂,,言,9,S,,revise,テイ,
1449,庭,,广,10,3,,garden,テイ,にわ
1450,逓,遞,辵,10,S,,relay,テイ,
1451,停,,人,11,4,,halt,テイ,
1452,偵,,人,11,S,1981,spy,テイ,
1453,堤,,土,12,S,,dike,テイ,つつみ
1454,提,,手,12,5,,present,テイ,さ-げる
1455,程,,禾,12,5,,extent,テイ,ほど
1456,艇,,舟,13,S,,rowboat,テイ,
1457,締,,糸,15,S,,tighten,テイ,し-まる|し-める
1458,諦,,言,16,S,2010,abandon,テイ,あきら-める
1459,泥,,水,8,S,1981,mud,デイ,どろ
1460,的,,白,8,4,,target,テキ,まと
1461,笛,,竹,11,3,,flute,テキ,ふえ
1462,摘,,手,14,S,,pinch,テキ,つ-む
1463,滴,,水,14,S,,drip,テキ,しずく|したた-る
1464,適,,辵,14,5,,suitable,テキ,
1465,敵,,攴,15,5,,enemy,テキ,かたき
1466,溺,,水,13,S,2010,drown,デキ,おぼ-れる
1467,迭,,辵,8,S,,transfer,テツ,
1468,哲,,口,10,S,,philosophy,テツ,
1469,鉄,鐵,金,13,3,,iron,テツ,
1470,徹,,彳,15,S,,penetrate,テツ,
1471,撤,,手,15,S,,remove,テツ,
1472,天,,大,4,1,,heaven,テン,あめ|（あま）
1473,典,,八,8,4,,code,テン,
1474,店,,广,8,2,,shop,テン,みせ
1475,点,點,黑,9,2,,point,テン,
1476,展,,尸,10,6,,expand,テン,
1477,添,,水,11,S,,annexed,テン,そ-える|そ-う
1478,転,轉,車,11,3,,revolve,テン,ころ-がる|ころ-げる|ころ-がす|ころ-ぶ
1479,塡,,土,13,S,2010,fill in,テン,
1480,田,,田,5,1,,rice paddy,デン,た
1481,伝,傳,人,6,4,,transmit,デン,つた-わる|つた-える|つた-う
1482,殿,,殳,13,S,,Mr.,デン|テン,との|どの
1483,電,,雨,13,2,,electricity,デン,
1484,斗,,斗,4,S,,Big Dipper,ト,
1485,吐,,口,6,S,,spit,ト,は-く
1486,妬,,女,8,S,2010,jealousy,ト,ねた-む
1487,徒,,彳,10,4,,junior,ト,
1488,途,,辵,10,S,,route,ト,
1489,都,都,邑,11,3,,metropolis,ト|ツ,みやこ
1490,渡,,水,12,S,,transit,ト,わた-る|わた-す
1491,塗,,土,13,S,,paint,ト,ぬ-る
